NOME_FUNDO;DOC_FUNDO;DATA_FUNDO;NOME_ORIGINADOR;DOC_ORIGINADOR;NOME_CEDENTE;DOC_CEDENTE;NOME_SACADO;DOC_SACADO;SEU_NUMERO;NU_DOCUMENTO;TIPO_RECEBIVEL;VALOR_NOMINAL;VALOR_PRESENTE;VALOR_AQUISICAO;VALOR_PDD;FAIXA_PDD;DATA_REFERENCIA;DATA_VENCIMENTO_ORIGINAL;DATA_VENCIMENTO_AJUSTADA;DATA_EMISSAO;DATA_AQUISICAO;PRAZO;PRAZO_ATUAL;SITUACAO_RECEBIVEL;TAXA_CESSAO;TX_RECEBIVEL;COOBRIGACAO
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FR INSTALACOES E CONSTRUCOES LTDA;03.203.961/0001-91;607051447_04;607051447;CCB Digital;5.801,51;5.768,02;5.242,57;0,00;A;23/05/2022;27/05/2022;27/05/2022;14/02/2022;14/02/2022;70;4;A vencer;0,30017316;0,44008626;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FR INSTALACOES E CONSTRUCOES LTDA;03.203.961/0001-91;607051447_05;607051447;CCB Digital;5.801,51;5.619,27;5.147,09;0,00;A;23/05/2022;27/06/2022;27/06/2022;14/02/2022;14/02/2022;90;24;A vencer;0,30017316;0,39811209;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FR INSTALACOES E CONSTRUCOES LTDA;03.203.961/0001-91;607051447_06;607051447;CCB Digital;5.801,51;5.483,01;5.056,33;0,00;A;23/05/2022;27/07/2022;27/07/2022;14/02/2022;14/02/2022;112;46;A vencer;0,30017316;0,36250366;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FR INSTALACOES E CONSTRUCOES LTDA;03.203.961/0001-91;607051447_19;607051447;CCB Digital;5.801,51;4.261,60;3.998,11;0,00;A;23/05/2022;27/08/2023;27/08/2023;14/02/2022;14/02/2022;385;319;A vencer;0,30017316;0,27594230;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FR INSTALACOES E CONSTRUCOES LTDA;03.203.961/0001-91;607051447_20;607051447;CCB Digital;5.801,51;4.182,67;3.925,29;0,00;A;23/05/2022;27/09/2023;27/09/2023;14/02/2022;14/02/2022;406;340;A vencer;0,30017316;0,27441824;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FR INSTALACOES E CONSTRUCOES LTDA;03.203.961/0001-91;607051447_21;607051447;CCB Digital;5.801,51;4.107,38;3.856,08;0,00;A;23/05/2022;27/10/2023;27/10/2023;14/02/2022;14/02/2022;427;361;A vencer;0,30017316;0,27260064;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FR INSTALACOES E CONSTRUCOES LTDA;03.203.961/0001-91;607051447_22;607051447;CCB Digital;5.801,51;4.032,70;3.785,85;0,00;A;23/05/2022;27/11/2023;27/11/2023;14/02/2022;14/02/2022;446;380;A vencer;0,30017316;0,27274830;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FR INSTALACOES E CONSTRUCOES LTDA;03.203.961/0001-91;607051447_23;607051447;CCB Digital;5.801,51;3.960,30;3.719,09;0,00;A;23/05/2022;27/12/2023;27/12/2023;14/02/2022;14/02/2022;467;401;A vencer;0,30017316;0,27116499;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FR INSTALACOES E CONSTRUCOES LTDA;03.203.961/0001-91;607051447_24;607051447;CCB Digital;5.801,51;3.886,82;3.651,35;0,00;A;23/05/2022;27/01/2024;27/01/2024;14/02/2022;14/02/2022;489;423;A vencer;0,30017316;0,26948612;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FR INSTALACOES E CONSTRUCOES LTDA;03.203.961/0001-91;607051447_13;607051447;CCB Digital;5.801,51;4.762,02;4.451,10;0,00;A;23/05/2022;27/02/2023;27/02/2023;14/02/2022;14/02/2022;259;193;A vencer;0,30017316;0,29408736;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FR INSTALACOES E CONSTRUCOES LTDA;03.203.961/0001-91;607051447_14;607051447;CCB Digital;5.801,51;4.679,34;4.377,81;0,00;A;23/05/2022;27/03/2023;27/03/2023;14/02/2022;14/02/2022;279;213;A vencer;0,30017316;0,28958564;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FR INSTALACOES E CONSTRUCOES LTDA;03.203.961/0001-91;607051447_15;607051447;CCB Digital;5.801,51;4.591,26;4.298,06;0,00;A;23/05/2022;27/04/2023;27/04/2023;14/02/2022;14/02/2022;300;234;A vencer;0,30017316;0,28654683;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FR INSTALACOES E CONSTRUCOES LTDA;03.203.961/0001-91;607051447_16;607051447;CCB Digital;5.801,51;4.507,33;4.222,28;0,00;A;23/05/2022;27/05/2023;27/05/2023;14/02/2022;14/02/2022;321;255;A vencer;0,30017316;0,28331051;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FR INSTALACOES E CONSTRUCOES LTDA;03.203.961/0001-91;607051447_17;607051447;CCB Digital;5.801,51;4.424,03;4.145,38;0,00;A;23/05/2022;27/06/2023;27/06/2023;14/02/2022;14/02/2022;341;275;A vencer;0,30017316;0,28196807;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FR INSTALACOES E CONSTRUCOES LTDA;03.203.961/0001-91;607051447_18;607051447;CCB Digital;5.801,51;4.342,95;4.072,29;0,00;A;23/05/2022;27/07/2023;27/07/2023;14/02/2022;14/02/2022;363;297;A vencer;0,30017316;0,27850507;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FR INSTALACOES E CONSTRUCOES LTDA;03.203.961/0001-91;607051447_07;607051447;CCB Digital;5.801,51;5.357,29;4.964,24;0,00;A;23/05/2022;27/08/2022;27/08/2022;14/02/2022;14/02/2022;135;69;A vencer;0,30017316;0,33767758;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FR INSTALACOES E CONSTRUCOES LTDA;03.203.961/0001-91;607051447_08;607051447;CCB Digital;5.801,51;5.249,17;4.873,81;0,00;A;23/05/2022;27/09/2022;27/09/2022;14/02/2022;14/02/2022;155;89;A vencer;0,30017316;0,32748236;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FR INSTALACOES E CONSTRUCOES LTDA;03.203.961/0001-91;607051447_09;607051447;CCB Digital;5.801,51;5.145,38;4.787,88;0,00;A;23/05/2022;27/10/2022;27/10/2022;14/02/2022;14/02/2022;176;110;A vencer;0,30017316;0,31646849;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FR INSTALACOES E CONSTRUCOES LTDA;03.203.961/0001-91;607051447_10;607051447;CCB Digital;5.801,51;5.045,81;4.700,67;0,00;A;23/05/2022;27/11/2022;27/11/2022;14/02/2022;14/02/2022;196;130;A vencer;0,30017316;0,31066052;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;TECNO - IT, TECNOLOGIA, SERVICOS E COMUN;19.354.200/0001-70;607049611_10;607049611;CCB Digital;8.231,12;7.301,74;6.781,59;0,00;A;23/05/2022;23/10/2022;23/10/2022;14/02/2022;14/02/2022;173;107;A vencer;0,31113197;0,32600134;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;TECNO - IT, TECNOLOGIA, SERVICOS E COMUN;19.354.200/0001-70;607049611_11;607049611;CCB Digital;8.231,12;7.156,56;6.654,74;0,00;A;23/05/2022;23/11/2022;23/11/2022;14/02/2022;14/02/2022;193;127;A vencer;0,31113197;0,31993460;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;TECNO - IT, TECNOLOGIA, SERVICOS E COMUN;19.354.200/0001-70;607049611_12;607049611;CCB Digital;8.231,12;7.014,13;6.534,24;0,00;A;23/05/2022;23/12/2022;23/12/2022;14/02/2022;14/02/2022;215;149;A vencer;0,31113197;0,31074606;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;TECNO - IT, TECNOLOGIA, SERVICOS E COMUN;19.354.200/0001-70;607049611_13;607049611;CCB Digital;8.231,12;6.875,87;6.412,01;0,00;A;23/05/2022;23/01/2023;23/01/2023;14/02/2022;14/02/2022;236;170;A vencer;0,31113197;0,30562448;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;J.M.P.V. PREV ADMINISTRADORA E CORRETORA;05.487.899/0001-32;607050548_01;607050548;CCB Digital;200.000,00;192.676,39;176.993,01;0,00;A;23/05/2022;02/07/2022;02/07/2022;14/02/2022;14/02/2022;95;29;A vencer;0,38288304;0,38288304;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;J.M.P.V. PREV ADMINISTRADORA E CORRETORA;05.487.899/0001-32;607050549_05;607050549;CCB Digital;3.620,00;3.579,33;3.260,76;0,00;A;23/05/2022;02/06/2022;02/06/2022;14/02/2022;14/02/2022;74;8;A vencer;0,51894217;0,42748138;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;J.M.P.V. PREV ADMINISTRADORA E CORRETORA;05.487.899/0001-32;607050549_06;607050549;CCB Digital;3.620,00;3.487,44;3.203,58;0,00;A;23/05/2022;02/07/2022;02/07/2022;14/02/2022;14/02/2022;95;29;A vencer;0,51894217;0,38287558;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;JAPJ CONSTRUCOES CIVIS LTDA;09.367.713/0001-62;607052502_04;607052502;CCB Digital;7.743,26;7.573,30;7.007,30;0,00;A;23/05/2022;16/06/2022;16/06/2022;17/02/2022;17/02/2022;81;18;A vencer;0,28001804;0,36439032;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;JAPJ CONSTRUCOES CIVIS LTDA;09.367.713/0001-62;607052502_05;607052502;CCB Digital;7.743,26;7.403,45;6.885,75;0,00;A;23/05/2022;16/07/2022;16/07/2022;17/02/2022;17/02/2022;102;39;A vencer;0,28001804;0,33638713;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;JAPJ CONSTRUCOES CIVIS LTDA;09.367.713/0001-62;607052502_06;607052502;CCB Digital;7.743,26;7.248,17;6.762,35;0,00;A;23/05/2022;16/08/2022;16/08/2022;17/02/2022;17/02/2022;123;60;A vencer;0,28001804;0,31984206;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;JAPJ CONSTRUCOES CIVIS LTDA;09.367.713/0001-62;607052502_19;607052502;CCB Digital;7.743,26;5.689,86;5.367,65;0,00;A;23/05/2022;16/09/2023;16/09/2023;17/02/2022;17/02/2022;396;333;A vencer;0,28001804;0,26261425;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;JAPJ CONSTRUCOES CIVIS LTDA;09.367.713/0001-62;607052502_20;607052502;CCB Digital;7.743,26;5.591,09;5.274,54;0,00;A;23/05/2022;16/10/2023;16/10/2023;17/02/2022;17/02/2022;415;352;A vencer;0,28001804;0,26255090;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;JAPJ CONSTRUCOES CIVIS LTDA;09.367.713/0001-62;607052502_21;607052502;CCB Digital;7.743,26;5.489,83;5.180,02;0,00;A;23/05/2022;16/11/2023;16/11/2023;17/02/2022;17/02/2022;436;373;A vencer;0,28001804;0,26156958;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;JAPJ CONSTRUCOES CIVIS LTDA;09.367.713/0001-62;607052502_22;607052502;CCB Digital;7.743,26;5.392,53;5.090,16;0,00;A;23/05/2022;16/12/2023;16/12/2023;17/02/2022;17/02/2022;458;395;A vencer;0,28001804;0,25963757;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;JAPJ CONSTRUCOES CIVIS LTDA;09.367.713/0001-62;607052502_23;607052502;CCB Digital;7.743,26;5.296,38;4.998,95;0,00;A;23/05/2022;16/01/2024;16/01/2024;17/02/2022;17/02/2022;477;414;A vencer;0,28001804;0,26008882;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;JAPJ CONSTRUCOES CIVIS LTDA;09.367.713/0001-62;607052502_24;607052502;CCB Digital;7.743,26;5.200,69;4.909,37;0,00;A;23/05/2022;16/02/2024;16/02/2024;17/02/2022;17/02/2022;498;435;A vencer;0,28001804;0,25933477;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;JAPJ CONSTRUCOES CIVIS LTDA;09.367.713/0001-62;607052502_13;607052502;CCB Digital;7.743,26;6.349,64;5.975,78;0,00;A;23/05/2022;16/03/2023;16/03/2023;17/02/2022;17/02/2022;269;206;A vencer;0,28001804;0,27472860;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;JAPJ CONSTRUCOES CIVIS LTDA;09.367.713/0001-62;607052502_14;607052502;CCB Digital;7.743,26;6.232,94;5.868,69;0,00;A;23/05/2022;16/04/2023;16/04/2023;17/02/2022;17/02/2022;290;227;A vencer;0,28001804;0,27235527;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;JAPJ CONSTRUCOES CIVIS LTDA;09.367.713/0001-62;607052502_15;607052502;CCB Digital;7.743,26;6.124,00;5.766,89;0,00;A;23/05/2022;16/05/2023;16/05/2023;17/02/2022;17/02/2022;309;246;A vencer;0,28001804;0,27166820;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;JAPJ CONSTRUCOES CIVIS LTDA;09.367.713/0001-62;607052502_16;607052502;CCB Digital;7.743,26;6.010,95;5.663,56;0,00;A;23/05/2022;16/06/2023;16/06/2023;17/02/2022;17/02/2022;331;268;A vencer;0,28001804;0,26886279;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LP GUIZILIM EIRELI;10.980.541/0001-87;607053136_14;607053136;CCB Digital;11.840,86;9.392,31;8.816,43;0,00;A;23/05/2022;17/04/2023;17/04/2023;18/02/2022;18/02/2022;289;227;A vencer;0,30067503;0,29327641;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LP GUIZILIM EIRELI;10.980.541/0001-87;607053136_15;607053136;CCB Digital;11.840,86;9.214,71;8.652,59;0,00;A;23/05/2022;17/05/2023;17/05/2023;18/02/2022;18/02/2022;309;247;A vencer;0,30067503;0,29153447;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LP GUIZILIM EIRELI;10.980.541/0001-87;607053136_16;607053136;CCB Digital;11.840,86;9.032,83;8.486,50;0,00;A;23/05/2022;17/06/2023;17/06/2023;18/02/2022;18/02/2022;331;269;A vencer;0,30067503;0,28863466;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LP GUIZILIM EIRELI;10.980.541/0001-87;607053136_17;607053136;CCB Digital;11.840,86;8.862,84;8.328,80;0,00;A;23/05/2022;17/07/2023;17/07/2023;18/02/2022;18/02/2022;351;289;A vencer;0,30067503;0,28736930;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LP GUIZILIM EIRELI;10.980.541/0001-87;607053136_18;607053136;CCB Digital;11.840,86;8.687,41;8.168,91;0,00;A;23/05/2022;17/08/2023;17/08/2023;18/02/2022;18/02/2022;374;312;A vencer;0,30067503;0,28418897;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LP GUIZILIM EIRELI;10.980.541/0001-87;607053136_07;607053136;CCB Digital;11.840,86;10.789,83;10.066,06;0,00;A;23/05/2022;17/09/2022;17/09/2022;18/02/2022;18/02/2022;145;83;A vencer;0,30067503;0,32606674;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LP GUIZILIM EIRELI;10.980.541/0001-87;607053136_08;607053136;CCB Digital;11.840,86;10.579,23;9.879,00;0,00;A;23/05/2022;17/10/2022;17/10/2022;18/02/2022;18/02/2022;164;102;A vencer;0,30067503;0,32094146;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LP GUIZILIM EIRELI;10.980.541/0001-87;607053136_09;607053136;CCB Digital;11.840,86;10.362,91;9.689,37;0,00;A;23/05/2022;17/11/2022;17/11/2022;18/02/2022;18/02/2022;185;123;A vencer;0,30067503;0,31409747;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LP GUIZILIM EIRELI;10.980.541/0001-87;607053136_10;607053136;CCB Digital;11.840,86;10.154,85;9.509,32;0,00;A;23/05/2022;17/12/2022;17/12/2022;18/02/2022;18/02/2022;207;145;A vencer;0,30067503;0,30598077;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LP GUIZILIM EIRELI;10.980.541/0001-87;607053136_11;607053136;CCB Digital;11.840,86;9.952,16;9.326,77;0,00;A;23/05/2022;17/01/2023;17/01/2023;18/02/2022;18/02/2022;228;166;A vencer;0,30067503;0,30185530;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LP GUIZILIM EIRELI;10.980.541/0001-87;607053136_12;607053136;CCB Digital;11.840,86;9.749,81;9.147,73;0,00;A;23/05/2022;17/02/2023;17/02/2023;18/02/2022;18/02/2022;251;189;A vencer;0,30067503;0,29573563;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;PMT CONSTRUTORA EIRELI;30.805.662/0001-08;607053627_04;607053627;CCB Digital;9.432,39;9.194,87;8.471,98;0,00;A;23/05/2022;18/06/2022;18/06/2022;21/02/2022;21/02/2022;80;19;A vencer;0,31507076;0,40251013;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;PMT CONSTRUTORA EIRELI;30.805.662/0001-08;607053627_05;607053627;CCB Digital;9.432,39;8.976,20;8.306,51;0,00;A;23/05/2022;18/07/2022;18/07/2022;21/02/2022;21/02/2022;100;39;A vencer;0,31507076;0,37756454;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;PMT CONSTRUTORA EIRELI;30.805.662/0001-08;607053627_06;607053627;CCB Digital;9.432,39;8.756,56;8.138,91;0,00;A;23/05/2022;18/08/2022;18/08/2022;21/02/2022;21/02/2022;123;62;A vencer;0,31507076;0,35280645;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;PMT CONSTRUTORA EIRELI;30.805.662/0001-08;607053627_19;607053627;CCB Digital;9.432,39;6.682,12;6.273,22;0,00;A;23/05/2022;18/09/2023;18/09/2023;21/02/2022;21/02/2022;394;333;A vencer;0,31507076;0,29805190;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;PMT CONSTRUTORA EIRELI;30.805.662/0001-08;607053627_20;607053627;CCB Digital;9.432,39;6.549,68;6.150,70;0,00;A;23/05/2022;18/10/2023;18/10/2023;21/02/2022;21/02/2022;415;354;A vencer;0,31507076;0,29646475;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;PMT CONSTRUTORA EIRELI;30.805.662/0001-08;607053627_21;607053627;CCB Digital;9.432,39;6.416,40;6.026,60;0,00;A;23/05/2022;18/11/2023;18/11/2023;21/02/2022;21/02/2022;436;375;A vencer;0,31507076;0,29552552;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;PMT CONSTRUTORA EIRELI;30.805.662/0001-08;607053627_22;607053627;CCB Digital;9.432,39;6.290,38;5.908,89;0,00;A;23/05/2022;18/12/2023;18/12/2023;21/02/2022;21/02/2022;456;395;A vencer;0,31507076;0,29493578;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;PMT CONSTRUTORA EIRELI;30.805.662/0001-08;607053627_23;607053627;CCB Digital;9.432,39;6.162,56;5.789,68;0,00;A;23/05/2022;18/01/2024;18/01/2024;21/02/2022;21/02/2022;477;416;A vencer;0,31507076;0,29414419;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;PMT CONSTRUTORA EIRELI;30.805.662/0001-08;607053627_24;607053627;CCB Digital;9.432,39;6.038,16;5.672,86;0,00;A;23/05/2022;18/02/2024;18/02/2024;21/02/2022;21/02/2022;497;436;A vencer;0,31507076;0,29409128;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;MEDILAR EMERGENCIAS MEDICAS UBERLANDIA L;14.029.584/0001-32;607054316_21;607054316;CCB Digital;11.773,63;8.199,09;7.747,70;0,00;A;23/05/2022;22/11/2023;22/11/2023;23/02/2022;23/02/2022;436;377;A vencer;0,29235425;0,27362329;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;MEDILAR EMERGENCIAS MEDICAS UBERLANDIA L;14.029.584/0001-32;607054316_22;607054316;CCB Digital;11.773,63;8.047,68;7.607,41;0,00;A;23/05/2022;22/12/2023;22/12/2023;23/02/2022;23/02/2022;458;399;A vencer;0,29235425;0,27163324;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;MEDILAR EMERGENCIAS MEDICAS UBERLANDIA L;14.029.584/0001-32;607054316_23;607054316;CCB Digital;11.773,63;7.897,88;7.465,10;0,00;A;23/05/2022;22/01/2024;22/01/2024;23/02/2022;23/02/2022;477;418;A vencer;0,29235425;0,27214790;Nao
